index,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Rings
2684,M,0.71,0.575,0.215,2.009,0.9895,0.4475,0.502,11
2685,F,0.53,0.44,0.135,0.7835,0.313,0.1715,0.2185,9
2686,I,0.515,0.4,0.135,0.636,0.3055,0.1215,0.1855,9
2687,M,0.49,0.38,0.11,0.554,0.2935,0.1005,0.15,8
2688,I,0.415,0.31,0.1,0.2805,0.114,0.0565,0.0975,6
2689,F,0.56,0.44,0.135,0.8025,0.35,0.1615,0.259,9
2690,F,0.455,0.365,0.115,0.4305,0.184,0.108,0.1245,8
2691,M,0.62,0.51,0.175,1.1505,0.4375,0.2265,0.4,12
2692,I,0.51,0.405,0.12,0.61,0.229,0.131,0.235,11
2693,I,0.46,0.35,0.11,0.4675,0.2125,0.099,0.1375,7
2694,F,0.505,0.39,0.12,0.5725,0.2555,0.1325,0.146,8
2695,I,0.195,0.135,0.04,0.0325,0.0135,0.005,0.0095,4
2696,I,0.515,0.395,0.125,0.556,0.2695,0.096,0.17,8
2697,M,0.485,0.365,0.155,1.029,0.4235,0.2285,0.313,8
2698,F,0.66,0.475,0.18,1.3695,0.641,0.294,0.335,6
2699,I,0.575,0.445,0.16,0.9175,0.45,0.1935,0.24,9
2700,F,0.47,0.365,0.12,0.582,0.29,0.092,0.146,8
2701,M,0.565,0.425,0.16,0.9425,0.3495,0.2185,0.275,17
2702,F,0.64,0.505,0.19,1.2355,0.4435,0.3105,0.365,14
2703,I,0.315,0.23,0.07,0.1145,0.046,0.0235,0.0385,5
2704,M,0.585,0.405,0.15,1.2565,0.435,0.202,0.325,15
2705,M,0.71,0.555,0.195,1.9485,0.9455,0.3765,0.495,12
2706,F,0.755,0.575,0.2,2.073,1.0135,0.4655,0.48,11
2707,M,0.66,0.51,0.165,1.6375,0.7685,0.3545,0.3925,14
2708,F,0.62,0.48,0.23,1.0935,0.403,0.245,0.355,14
2709,I,0.14,0.105,0.035,0.014,0.0055,0.0025,0.004,3
2710,M,0.63,0.455,0.15,1.1315,0.481,0.2745,0.305,9
2711,M,0.52,0.395,0.125,0.8115,0.4035,0.166,0.2,7
2712,I,0.45,0.34,0.12,0.4925,0.241,0.1075,0.12,6
2713,M,0.51,0.38,0.135,0.681,0.3435,0.142,0.17,9
2714,F,0.635,0.505,0.17,1.2635,0.512,0.322,0.355,9
2715,F,0.625,0.495,0.16,1.234,0.6335,0.192,0.35,13
2716,I,0.47,0.37,0.14,0.4985,0.2095,0.1225,0.145,10
2717,F,0.58,0.46,0.175,1.165,0.65,0.2205,0.3055,9
2718,I,0.47,0.355,0.18,0.48,0.2055,0.105,0.1505,8
2719,M,0.625,0.47,0.175,1.179,0.605,0.258,0.271,9
2720,I,0.27,0.195,0.06,0.073,0.0285,0.0235,0.03,5
2721,I,0.475,0.38,0.12,0.441,0.1785,0.0885,0.1505,8
2722,M,0.575,0.425,0.14,0.8635,0.393,0.227,0.2,11
2723,M,0.67,0.54,0.195,1.217,0.532,0.2735,0.3315,11
2724,M,0.625,0.48,0.16,1.2415,0.6575,0.2625,0.2785,9
2725,I,0.35,0.265,0.08,0.2,0.09,0.042,0.06,7
2726,M,0.6,0.475,0.23,1.157,0.522,0.2235,0.36,11
2727,F,0.465,0.35,0.11,0.4085,0.165,0.102,0.131,8
2728,I,0.37,0.28,0.09,0.233,0.0905,0.0545,0.07,11
2729,F,0.62,0.47,0.225,1.115,0.378,0.2145,0.36,15
2730,M,0.65,0.52,0.155,1.368,0.6185,0.288,0.365,9
2731,I,0.165,0.115,0.015,0.0145,0.0055,0.003,0.005,4
2732,F,0.505,0.4,0.165,0.729,0.2675,0.155,0.25,9
2733,M,0.6,0.47,0.16,1.194,0.5625,0.3045,0.2635,10
2734,F,0.58,0.425,0.15,0.844,0.3645,0.185,0.2705,9
2735,M,0.62,0.49,0.15,1.195,0.4605,0.302,0.355,9
2736,M,0.555,0.445,0.13,0.8625,0.4225,0.155,0.24,9
2737,I,0.54,0.425,0.14,0.742,0.32,0.1395,0.25,9
2738,I,0.445,0.33,0.11,0.358,0.1525,0.067,0.1185,8
2739,M,0.455,0.34,0.135,0.462,0.1675,0.158,0.12,9
2740,F,0.705,0.535,0.18,1.685,0.693,0.42,0.4045,12
2741,M,0.46,0.35,0.125,0.5165,0.1885,0.1145,0.185,9
2742,I,0.275,0.22,0.08,0.1365,0.0565,0.0285,0.042,6
2743,M,0.545,0.39,0.135,0.7835,0.4225,0.1815,0.156,7
2744,M,0.47,0.365,0.12,0.612,0.327,0.15,0.14,8
2745,I,0.565,0.44,0.175,0.8735,0.414,0.21,0.21,11
2746,F,0.62,0.475,0.16,1.1295,0.463,0.2685,0.33,10
2747,M,0.5,0.405,0.14,0.6155,0.241,0.1355,0.205,9
2748,M,0.655,0.53,0.195,1.388,0.567,0.2735,0.41,13
2749,I,0.325,0.2,0.08,0.0995,0.0395,0.0225,0.032,8
2750,M,0.655,0.545,0.19,1.4245,0.6325,0.333,0.378,10
2751,I,0.135,0.13,0.04,0.029,0.0125,0.0065,0.008,4
2752,M,0.48,0.37,0.1,0.5135,0.243,0.1015,0.135,8
2753,F,0.46,0.33,0.15,0.5325,0.2085,0.1805,0.125,10
2754,M,0.45,0.335,0.14,0.4625,0.164,0.076,0.15,14
2755,F,0.525,0.43,0.125,0.813,0.3315,0.166,0.1775,12
2756,M,0.495,0.395,0.12,0.553,0.224,0.1375,0.167,8
2757,I,0.45,0.36,0.125,0.45,0.191,0.0865,0.145,12
2758,I,0.32,0.245,0.08,0.1585,0.0635,0.0325,0.05,13
2759,F,0.49,0.4,0.115,0.569,0.256,0.1325,0.145,9
2760,F,0.725,0.53,0.19,1.7315,0.83,0.398,0.405,11
2761,F,0.59,0.45,0.16,0.9,0.358,0.156,0.315,19
2762,F,0.46,0.375,0.12,0.4605,0.1775,0.11,0.15,7
2763,I,0.45,0.335,0.095,0.3505,0.1615,0.0625,0.1185,7
2764,M,0.445,0.32,0.12,0.414,0.199,0.09,0.117,7
2765,I,0.41,0.3,0.115,0.2595,0.097,0.0515,0.08,10
2766,M,0.31,0.225,0.075,0.1295,0.0455,0.0335,0.044,9
2767,I,0.46,0.35,0.11,0.4,0.176,0.083,0.1205,7
2768,I,0.54,0.425,0.13,0.8155,0.3675,0.1365,0.246,11
2769,F,0.5,0.395,0.14,0.7155,0.3165,0.176,0.24,10
2770,M,0.425,0.325,0.1,0.3295,0.1365,0.0725,0.11,7
2771,I,0.19,0.13,0.045,0.0265,0.009,0.005,0.009,5
2772,I,0.48,0.35,0.105,0.635,0.352,0.127,0.135,6
2773,F,0.58,0.44,0.18,0.854,0.3665,0.1635,0.245,12
2774,F,0.555,0.455,0.18,0.958,0.296,0.195,0.39,14
2775,I,0.495,0.375,0.115,0.507,0.241,0.103,0.15,8
2776,F,0.57,0.465,0.18,1.295,0.339,0.2225,0.44,12
2777,M,0.57,0.475,0.195,1.0295,0.4635,0.1905,0.305,18
2778,F,0.675,0.51,0.185,1.473,0.6295,0.3025,0.4245,11
2779,M,0.655,0.535,0.205,1.6445,0.7305,0.3595,0.46,13
2780,F,0.545,0.44,0.135,0.9185,0.429,0.2015,0.2375,10
2781,M,0.53,0.44,0.205,0.835,0.32,0.2175,0.245,14
2782,M,0.58,0.465,0.16,1.0345,0.315,0.26,0.3635,12
2783,M,0.635,0.525,0.205,1.484,0.55,0.3115,0.43,20
2784,F,0.515,0.415,0.14,0.6935,0.3115,0.152,0.2,10
2785,M,0.49,0.395,0.14,0.549,0.2215,0.1275,0.15,11
2786,M,0.66,0.545,0.185,1.32,0.5305,0.2635,0.455,16
2787,F,0.715,0.525,0.185,1.56,0.6655,0.383,0.405,11
2788,M,0.64,0.52,0.2,1.407,0.566,0.304,0.455,17
2789,F,0.55,0.41,0.145,0.8285,0.3095,0.1905,0.25,13
2790,F,0.535,0.42,0.13,0.699,0.3125,0.1565,0.2035,8
2791,M,0.66,0.53,0.17,1.3905,0.5905,0.212,0.453,15
2792,F,0.65,0.5,0.185,1.4415,0.741,0.2955,0.341,9
2793,M,0.615,0.455,0.13,0.9685,0.49,0.182,0.2655,10
2794,I,0.56,0.445,0.155,0.8735,0.3005,0.209,0.275,16
2795,M,0.67,0.525,0.17,1.4005,0.715,0.3025,0.387,9
2796,M,0.47,0.36,0.135,0.501,0.1665,0.115,0.165,10
2797,F,0.655,0.53,0.165,1.2835,0.583,0.1255,0.4,8
2798,F,0.6,0.475,0.18,1.1805,0.4345,0.2475,0.425,19
2799,I,0.425,0.325,0.1,0.398,0.1185,0.0645,0.0945,6
2800,F,0.495,0.38,0.12,0.573,0.2655,0.1285,0.144,7
2801,M,0.515,0.38,0.175,0.9565,0.325,0.158,0.31,14
2802,F,0.64,0.505,0.19,1.2765,0.4835,0.328,0.4,12
2803,F,0.6,0.465,0.155,1.04,0.4755,0.25,0.28,11
2804,F,0.595,0.48,0.2,0.975,0.358,0.2035,0.34,15
2805,M,0.655,0.515,0.2,1.373,0.443,0.3375,0.49,16
2806,M,0.39,0.3,0.09,0.3055,0.143,0.0645,0.085,9
2807,M,0.615,0.47,0.175,1.242,0.5675,0.287,0.317,11
2808,I,0.635,0.505,0.19,1.3315,0.5805,0.252,0.435,17
2809,M,0.585,0.46,0.165,1.1135,0.5825,0.2345,0.274,10
2810,I,0.56,0.42,0.14,0.837,0.414,0.214,0.2,8
2811,F,0.72,0.575,0.18,1.6705,0.732,0.3605,0.501,12
2812,F,0.515,0.395,0.165,0.7565,0.1905,0.17,0.3205,10
2813,I,0.525,0.4,0.125,0.5655,0.2435,0.119,0.175,8
2814,F,0.545,0.42,0.175,0.754,0.256,0.1775,0.275,10
2815,M,0.505,0.39,0.12,0.653,0.3315,0.1385,0.167,9
2816,F,0.435,0.35,0.105,0.4195,0.194,0.1005,0.13,7
2817,I,0.575,0.45,0.15,0.858,0.449,0.166,0.215,10
2818,F,0.64,0.52,0.175,1.248,0.4245,0.2595,0.48,12
2819,M,0.765,0.585,0.18,2.398,1.128,0.512,0.5335,12
2820,F,0.63,0.485,0.185,1.167,0.548,0.2485,0.34,10
2821,I,0.565,0.46,0.155,0.8715,0.3755,0.215,0.25,10
2822,I,0.36,0.3,0.085,0.27,0.1185,0.064,0.0745,7
2823,F,0.56,0.445,0.195,0.981,0.305,0.2245,0.335,16
2824,F,0.485,0.4,0.155,0.731,0.236,0.183,0.255,11
2825,M,0.575,0.445,0.14,0.737,0.325,0.1405,0.237,10
2826,I,0.325,0.25,0.07,0.1745,0.0875,0.0355,0.04,7
2827,M,0.57,0.45,0.14,0.9275,0.477,0.1605,0.2515,8
2828,I,0.56,0.435,0.13,0.777,0.354,0.173,0.222,9
2829,M,0.575,0.45,0.185,0.925,0.342,0.197,0.35,12
2830,F,0.4,0.31,0.115,0.3465,0.1475,0.0695,0.115,10
2831,F,0.46,0.355,0.13,0.458,0.192,0.1055,0.13,13
2832,F,0.695,0.55,0.16,1.6365,0.694,0.3005,0.44,13
2833,M,0.7,0.55,0.175,1.4405,0.6565,0.2985,0.375,12
2834,F,0.565,0.45,0.185,0.9285,0.302,0.1805,0.265,12
2835,M,0.575,0.455,0.135,0.907,0.4245,0.197,0.26,9
2836,M,0.42,0.335,0.115,0.369,0.171,0.071,0.12,8
2837,I,0.555,0.425,0.145,0.7905,0.3485,0.1765,0.225,9
2838,M,0.515,0.385,0.11,0.5785,0.253,0.16,0.14,8
2839,F,0.52,0.405,0.115,0.776,0.32,0.1845,0.22,8
2840,I,0.38,0.28,0.095,0.2885,0.165,0.0435,0.067,7
2841,I,0.37,0.28,0.1,0.221,0.1165,0.0265,0.0635,6
2842,I,0.255,0.195,0.07,0.0735,0.0255,0.02,0.025,6
2843,I,0.605,0.49,0.165,1.071,0.482,0.1935,0.352,10
2844,F,0.635,0.485,0.165,1.2695,0.5635,0.3065,0.3395,11
2845,M,0.46,0.375,0.135,0.4935,0.186,0.0845,0.17,12
2846,M,0.63,0.49,0.15,1.1955,0.5845,0.257,0.3,9
2847,F,0.65,0.5,0.19,1.464,0.6415,0.339,0.4245,9
2848,F,0.415,0.34,0.13,0.3675,0.146,0.0885,0.12,10
2849,I,0.51,0.405,0.13,0.599,0.3065,0.1155,0.1485,8
2850,M,0.61,0.365,0.155,1.0765,0.488,0.249,0.27,9
2851,I,0.255,0.185,0.065,0.074,0.0305,0.0165,0.02,4
2852,I,0.275,0.175,0.09,0.2315,0.096,0.057,0.0705,5
2853,I,0.5,0.4,0.12,0.616,0.261,0.143,0.1935,8
2854,M,0.585,0.45,0.18,0.7995,0.336,0.1855,0.237,8
2855,I,0.305,0.215,0.065,0.1075,0.044,0.0205,0.038,5
2856,M,0.675,0.505,0.16,1.532,0.74,0.357,0.3815,11
2857,F,0.535,0.415,0.185,0.8415,0.314,0.1585,0.3,15
2858,M,0.445,0.35,0.14,0.5905,0.2025,0.158,0.19,14
2859,M,0.55,0.415,0.175,1.042,0.3295,0.2325,0.2905,15
2860,I,0.42,0.305,0.1,0.3415,0.1645,0.0775,0.086,7
2861,M,0.495,0.39,0.15,0.853,0.3285,0.189,0.27,14
2862,I,0.365,0.27,0.085,0.1875,0.081,0.042,0.058,6
2863,M,0.635,0.49,0.16,1.101,0.534,0.1865,0.3455,10
2864,M,0.525,0.425,0.12,0.8665,0.2825,0.176,0.29,18
2865,I,0.355,0.285,0.095,0.2275,0.0955,0.0475,0.0715,6
2866,F,0.69,0.55,0.2,1.569,0.687,0.3675,0.46,12
2867,M,0.475,0.36,0.14,0.5135,0.241,0.1045,0.155,8
2868,I,0.475,0.36,0.135,0.4355,0.196,0.0925,0.125,8
2869,M,0.63,0.515,0.155,1.259,0.4105,0.197,0.41,13
2870,F,0.465,0.35,0.125,0.482,0.23,0.106,0.1095,6
2871,F,0.535,0.425,0.135,0.771,0.3765,0.1815,0.1795,8
2872,M,0.5,0.415,0.165,0.6885,0.249,0.138,0.25,13
2873,M,0.51,0.395,0.145,0.6185,0.216,0.1385,0.24,12
2874,I,0.525,0.375,0.12,0.6315,0.3045,0.114,0.19,9
2875,M,0.64,0.49,0.155,1.1285,0.477,0.269,0.34,9
2876,I,0.375,0.28,0.08,0.2025,0.0825,0.048,0.065,8
2877,F,0.545,0.415,0.2,1.358,0.567,0.318,0.403,10
2878,F,0.595,0.455,0.14,0.914,0.3895,0.2225,0.271,9
2879,I,0.5,0.38,0.135,0.5285,0.226,0.123,0.209,8
2880,I,0.21,0.15,0.055,0.0465,0.017,0.012,0.015,5
2881,F,0.72,0.575,0.215,2.1,0.8565,0.4825,0.602,12
2882,M,0.69,0.53,0.19,1.5955,0.678,0.331,0.48,10
2883,I,0.375,0.265,0.095,0.196,0.085,0.042,0.0585,5
2884,M,0.745,0.575,0.2,1.884,0.954,0.336,0.495,12
2885,I,0.55,0.465,0.15,0.936,0.481,0.174,0.2435,9
2886,M,0.685,0.545,0.205,1.7925,0.8145,0.416,0.461,9
2887,M,0.655,0.505,0.165,1.27,0.6035,0.262,0.335,10
2888,F,0.65,0.545,0.175,1.5245,0.59,0.326,0.495,10
2889,I,0.605,0.485,0.15,1.238,0.6315,0.226,0.33,11
2890,M,0.645,0.52,0.175,1.636,0.779,0.342,0.432,11
2891,M,0.47,0.375,0.115,0.4265,0.1685,0.0755,0.15,8
2892,F,0.595,0.45,0.15,1.114,0.5865,0.2205,0.25,11
2893,I,0.435,0.325,0.105,0.335,0.136,0.065,0.115,8
2894,I,0.575,0.44,0.15,0.983,0.486,0.215,0.239,8
2895,F,0.405,0.305,0.095,0.3485,0.1455,0.0895,0.1,9
2896,F,0.38,0.305,0.105,0.281,0.1045,0.0615,0.09,12
2897,I,0.43,0.335,0.105,0.378,0.188,0.0785,0.09,6
2898,I,0.37,0.27,0.095,0.2175,0.097,0.046,0.065,6
2899,I,0.43,0.35,0.105,0.366,0.1705,0.0855,0.11,6
2900,I,0.465,0.38,0.13,0.454,0.1895,0.08,0.155,11
2901,M,0.625,0.495,0.175,1.2935,0.5805,0.317,0.355,9
2902,M,0.585,0.455,0.15,0.906,0.4095,0.23,0.2335,8
2903,M,0.71,0.56,0.22,2.015,0.9215,0.454,0.566,11
2904,I,0.575,0.45,0.13,0.8145,0.403,0.1715,0.213,10
2905,F,0.455,0.35,0.12,0.4555,0.1945,0.1045,0.1375,7
2906,M,0.515,0.4,0.14,0.7365,0.2955,0.184,0.185,16
2907,I,0.465,0.36,0.105,0.498,0.214,0.116,0.14,15
2908,I,0.585,0.46,0.14,0.7635,0.326,0.153,0.265,9
2909,M,0.27,0.195,0.07,0.106,0.0465,0.018,0.036,7
2910,I,0.26,0.215,0.08,0.099,0.037,0.0255,0.045,5
2911,I,0.315,0.23,0.08,0.1375,0.0545,0.031,0.0445,5
2912,M,0.63,0.49,0.19,1.1775,0.4935,0.3365,0.285,11
2913,M,0.655,0.52,0.165,1.4095,0.586,0.291,0.405,9
2914,F,0.615,0.515,0.17,1.14,0.4305,0.2245,0.42,16
2915,F,0.55,0.415,0.135,0.8145,0.427,0.1855,0.175,8
2916,M,0.55,0.42,0.145,0.7385,0.321,0.1485,0.252,11
2917,F,0.585,0.415,0.155,0.6985,0.3,0.146,0.195,12
2918,I,0.43,0.34,0.1,0.3405,0.1395,0.0665,0.12,8
2919,M,0.525,0.38,0.125,0.65,0.303,0.155,0.159,7
2920,M,0.46,0.38,0.135,0.482,0.207,0.1225,0.145,10
2921,M,0.545,0.44,0.12,0.8565,0.3475,0.1715,0.24,12
2922,M,0.56,0.45,0.155,0.9125,0.3595,0.271,0.35,10
2923,M,0.675,0.555,0.2,1.4385,0.545,0.2665,0.465,21
2924,F,0.64,0.495,0.17,1.2265,0.49,0.377,0.2875,11
2925,F,0.595,0.435,0.15,0.9,0.4175,0.17,0.265,8
2926,M,0.45,0.335,0.125,0.349,0.119,0.1055,0.115,10
2927,F,0.53,0.4,0.165,0.772,0.2855,0.1975,0.23,12
2928,F,0.615,0.475,0.175,1.194,0.559,0.259,0.3165,11
2929,I,0.45,0.34,0.105,0.4385,0.21,0.0925,0.12,8
2930,F,0.54,0.425,0.16,0.9455,0.3675,0.2005,0.295,9
2931,M,0.645,0.5,0.175,1.3375,0.554,0.308,0.415,10
2932,I,0.45,0.355,0.11,0.4585,0.194,0.067,0.14,8
2933,M,0.595,0.465,0.15,0.919,0.4335,0.1765,0.262,9
2934,M,0.6,0.465,0.165,1.0475,0.465,0.2345,0.315,11
2935,F,0.57,0.435,0.14,0.8585,0.3905,0.196,0.2295,8
2936,I,0.46,0.36,0.14,0.447,0.161,0.087,0.16,9
2937,F,0.6,0.505,0.19,1.129,0.4385,0.256,0.36,13
2938,M,0.64,0.485,0.15,1.098,0.5195,0.222,0.3175,10
2939,M,0.63,0.51,0.17,1.1885,0.4915,0.3065,0.348,7
2940,M,0.61,0.47,0.17,1.1185,0.5225,0.2405,0.31,9
2941,I,0.565,0.465,0.15,1.1815,0.581,0.2215,0.3095,9
2942,F,0.57,0.44,0.19,1.018,0.447,0.207,0.265,9
2943,M,0.585,0.465,0.19,1.171,0.3905,0.2355,0.4,17
2944,I,0.455,0.355,0.105,0.372,0.138,0.0765,0.135,9
2945,M,0.545,0.43,0.155,0.8035,0.409,0.144,0.228,7
2946,M,0.685,0.535,0.155,1.3845,0.6615,0.2145,0.4075,10
2947,M,0.4,0.305,0.13,0.2935,0.096,0.0675,0.105,9
2948,M,0.615,0.475,0.19,1.4335,0.7315,0.305,0.3285,9
2949,F,0.505,0.4,0.125,0.583,0.246,0.13,0.175,7
2950,M,0.565,0.45,0.155,1.0595,0.4735,0.24,0.265,10
2951,M,0.635,0.51,0.155,1.156,0.428,0.289,0.315,18
2952,F,0.69,0.58,0.195,1.658,0.708,0.3615,0.4715,10
2953,I,0.36,0.28,0.105,0.199,0.0695,0.045,0.08,9
2954,M,0.655,0.525,0.18,1.402,0.624,0.2935,0.365,13
2955,M,0.285,0.21,0.075,0.1185,0.055,0.0285,0.04,7
2956,M,0.575,0.445,0.16,0.839,0.4005,0.198,0.239,9
2957,M,0.475,0.395,0.135,0.592,0.2465,0.1645,0.2,13
2958,M,0.54,0.42,0.12,0.8115,0.392,0.1455,0.2235,9
2959,F,0.35,0.275,0.065,0.205,0.0745,0.0465,0.07,10
2960,M,0.4,0.305,0.085,0.297,0.108,0.0705,0.1,10
2961,F,0.535,0.42,0.15,0.7365,0.2785,0.186,0.215,14
2962,F,0.595,0.47,0.155,1.121,0.4515,0.178,0.155,11
2963,I,0.565,0.435,0.145,0.8445,0.3975,0.158,0.255,9
2964,M,0.7,0.55,0.2,1.523,0.693,0.306,0.4405,13
2965,I,0.515,0.39,0.12,0.565,0.235,0.135,0.179,9
2966,M,0.28,0.21,0.08,0.1085,0.041,0.0265,0.0345,7
2967,M,0.605,0.47,0.18,1.1155,0.479,0.2565,0.321,10
2968,I,0.44,0.34,0.125,0.4895,0.1735,0.0875,0.2,13
2969,F,0.61,0.495,0.16,1.089,0.469,0.198,0.384,11
2970,F,0.55,0.43,0.125,0.923,0.4035,0.175,0.283,8
2971,I,0.505,0.39,0.185,0.6125,0.267,0.142,0.172,7
2972,F,0.505,0.405,0.16,0.6835,0.271,0.145,0.215,10
2973,I,0.365,0.27,0.085,0.196,0.0825,0.0375,0.06,7
2974,F,0.6,0.465,0.165,0.8875,0.309,0.246,0.262,12
2975,I,0.525,0.4,0.14,0.6955,0.2405,0.16,0.253,10
2976,F,0.54,0.42,0.14,0.8035,0.38,0.1805,0.21,9
2977,I,0.52,0.38,0.125,0.5545,0.288,0.1295,0.167,8
2978,M,0.385,0.3,0.095,0.24,0.0885,0.059,0.085,9
2979,I,0.62,0.47,0.14,0.8565,0.3595,0.16,0.295,9
2980,M,0.75,0.555,0.215,2.201,1.0615,0.5235,0.5285,11
2981,F,0.54,0.385,0.14,0.7655,0.3265,0.116,0.2365,10
2982,M,0.555,0.435,0.145,0.9205,0.404,0.2275,0.255,8
2983,M,0.545,0.425,0.135,0.8445,0.373,0.21,0.235,10
2984,F,0.665,0.53,0.185,1.3955,0.456,0.3205,0.49,15
2985,M,0.69,0.54,0.185,1.71,0.7725,0.3855,0.4325,8
2986,M,0.61,0.485,0.16,1.0145,0.5315,0.212,0.2415,8
2987,F,0.645,0.52,0.17,1.197,0.526,0.2925,0.317,11
2988,M,0.285,0.215,0.075,0.106,0.0415,0.023,0.035,5
2989,M,0.705,0.55,0.21,1.4385,0.655,0.3255,0.462,11
2990,F,0.665,0.525,0.18,1.5785,0.678,0.229,0.456,14
2991,F,0.6,0.455,0.145,0.8895,0.419,0.1715,0.269,10
2992,F,0.545,0.385,0.15,1.1185,0.5425,0.2445,0.2845,9
2993,I,0.275,0.195,0.065,0.106,0.054,0.02,0.028,6
2994,I,0.47,0.4,0.16,0.51,0.1615,0.073,0.198,14
2995,F,0.58,0.46,0.135,0.926,0.4025,0.208,0.275,8
2996,F,0.635,0.495,0.175,1.2355,0.5205,0.3085,0.347,10
2997,M,0.505,0.405,0.14,0.875,0.2665,0.174,0.285,12
2998,M,0.49,0.39,0.15,0.573,0.225,0.124,0.17,21
2999,M,0.46,0.345,0.12,0.4935,0.2435,0.1175,0.132,8
3000,F,0.445,0.33,0.105,0.4525,0.18,0.103,0.123,9
3001,I,0.355,0.28,0.1,0.2275,0.0935,0.0455,0.085,11
3002,I,0.395,0.3,0.09,0.253,0.1155,0.05,0.075,6
3003,F,0.56,0.43,0.125,0.8025,0.313,0.1715,0.263,13
3004,F,0.665,0.505,0.16,1.2915,0.631,0.2925,0.32,11
3005,M,0.655,0.59,0.2,1.5455,0.654,0.3765,0.415,11
3006,M,0.65,0.51,0.155,1.407,0.7215,0.298,0.335,9
3007,I,0.485,0.375,0.13,0.6025,0.2935,0.1285,0.16,7
3008,F,0.575,0.45,0.135,0.8285,0.362,0.1655,0.236,10
3009,M,0.62,0.48,0.16,1.0765,0.412,0.253,0.3,13
3010,F,0.68,0.55,0.175,1.798,0.815,0.3925,0.455,19
3011,F,0.59,0.445,0.13,1.1325,0.3825,0.234,0.32,13
3012,F,0.62,0.5,0.175,1.146,0.477,0.23,0.39,13
3013,F,0.44,0.34,0.1,0.451,0.188,0.087,0.13,10
3014,F,0.7,0.525,0.19,1.6015,0.707,0.365,0.43,10
3015,I,0.485,0.375,0.125,0.562,0.2505,0.1345,0.1525,8
3016,M,0.43,0.335,0.12,0.397,0.1985,0.0865,0.1035,7
3017,I,0.58,0.47,0.15,0.907,0.444,0.1855,0.2445,11
3018,F,0.52,0.405,0.14,0.6915,0.276,0.137,0.215,11
3019,M,0.345,0.255,0.08,0.169,0.06,0.0425,0.054,10
3020,F,0.64,0.54,0.175,1.571,0.627,0.271,0.475,18
3021,I,0.665,0.5,0.17,1.2975,0.6035,0.291,0.3595,9
3022,M,0.65,0.52,0.21,1.6785,0.6665,0.308,0.46,11
3023,M,0.57,0.46,0.155,1.0005,0.454,0.205,0.265,11
3024,M,0.625,0.48,0.18,1.223,0.565,0.2975,0.3375,10
3025,M,0.62,0.45,0.2,0.858,0.4285,0.1525,0.2405,8
3026,I,0.245,0.195,0.06,0.095,0.0445,0.0245,0.026,4
3027,I,0.44,0.345,0.115,0.545,0.269,0.111,0.1305,6
3028,M,0.605,0.455,0.16,1.1215,0.533,0.273,0.271,10
3029,M,0.42,0.345,0.105,0.43,0.175,0.096,0.13,7
3030,I,0.53,0.43,0.14,0.677,0.298,0.0965,0.23,8
3031,M,0.545,0.41,0.14,0.625,0.223,0.16,0.235,13
3032,M,0.525,0.385,0.1,0.5115,0.246,0.1005,0.1455,8
3033,I,0.45,0.33,0.1,0.411,0.1945,0.1,0.098,6
3034,I,0.485,0.37,0.115,0.457,0.1885,0.0965,0.15,9
3035,F,0.585,0.42,0.155,1.034,0.437,0.2225,0.32,11
3036,M,0.475,0.385,0.12,0.562,0.289,0.0905,0.153,8
3037,I,0.5,0.38,0.135,0.594,0.2945,0.104,0.1565,9
3038,I,0.365,0.27,0.085,0.2225,0.0935,0.0525,0.066,7
3039,I,0.315,0.235,0.055,0.151,0.065,0.027,0.039,6
3040,I,0.38,0.275,0.1,0.2255,0.08,0.049,0.085,10
3041,F,0.525,0.415,0.17,0.8325,0.2755,0.1685,0.31,13
3042,I,0.5,0.395,0.12,0.537,0.2165,0.1085,0.1785,9
3043,F,0.69,0.54,0.185,1.5715,0.6935,0.318,0.47,15
3044,M,0.535,0.41,0.12,0.6835,0.3125,0.1655,0.159,8
3045,F,0.64,0.485,0.185,1.4195,0.6735,0.3465,0.3255,11
3046,F,0.56,0.44,0.14,0.9285,0.3825,0.188,0.3,11
3047,F,0.435,0.35,0.11,0.384,0.143,0.1005,0.125,13
3048,F,0.655,0.505,0.175,1.2905,0.6205,0.2965,0.326,10
3049,I,0.425,0.325,0.115,0.3685,0.162,0.0865,0.1045,7
3050,F,0.52,0.4,0.13,0.6245,0.215,0.2065,0.17,15
3051,F,0.48,0.375,0.105,0.525,0.2185,0.1195,0.155,12
3052,I,0.325,0.25,0.08,0.176,0.0595,0.0355,0.063,7
3053,M,0.71,0.565,0.2,1.601,0.706,0.321,0.45,11
3054,I,0.29,0.21,0.07,0.1115,0.048,0.0205,0.03,5
3055,I,0.47,0.375,0.12,0.487,0.196,0.099,0.135,8
3056,F,0.29,0.225,0.075,0.14,0.0515,0.0235,0.04,5
3057,I,0.24,0.185,0.07,0.0715,0.026,0.018,0.025,6
3058,F,0.58,0.45,0.145,1.137,0.5585,0.22,0.29,8
3059,F,0.555,0.445,0.175,1.1465,0.551,0.244,0.2785,8
3060,I,0.345,0.285,0.1,0.2225,0.0865,0.058,0.075,8
3061,I,0.375,0.285,0.1,0.239,0.105,0.0555,0.07,8
3062,I,0.225,0.165,0.055,0.059,0.027,0.0125,0.015,4
